id,title
4831,implementation issues in the fourier transform algorithm
4832,smem algorithm for mixture models
4833,fault model based test generation for embedded software
4834,optimal multi agent scheduling with constraint programming
4835,on the development of a site selection optimizer for distributed and parallel database systems
4836,a less dynamic memory allocation scheme for algol like languages
4837,a metric for the evaluation of imitation
4838,cooperative learning techniques in cs1 design and experimental evaluation
4839,engineering formal metatheory
4840,the new casper query processing for location services without compromising privacy
4841,relevance feedback models for recommendation
4842,high availability of commercial applications
4843,minimizing a makespan under uncertainty
4844,a discriminative candidate generator for string transformations
4845,workshop report on experiences using object data management in the real world
4846,fragmentation and query decomposition in the ecr model
4847,using multiresolution learning for transfer in image classification
4848,controlling a language generation planner
4849,trading off the costs of inference vs probing in diagnosis
4850,extracting knowledge about users activities from raw workstation contents
4851,implementing logic programs as a database system
4852,processing word order variation within a modified idlp framework
4853,optimal unification of bounded simple set terms
4854,a trust management framework for service oriented environments
4855,data driven strategies for an automated dialogue system
4856,cost optimal planning with landmarks
4857,the tasktracker system
4858,performance evaluation of a temporal database management system
4859,plausible repairs for inconsistent requirements
4860,ensemble index a new approach to indexing large databases
4861,an efficient projection for  regularization
4862,a new d dnnf based bound computation algorithm for functional e majsat
4863,multi dimensional clustering a new data layout scheme in db2
4864,incremental analysis of side effects for c software system
4865,optimizing multi feature queries for image databases
4866,prosem scalable wide area publishsubscribe
4867,mierucompiler integrated visualization tool with horizontal slicing for educational compilers
4868,simple and realistic data generation
4869,a new quantitative quality measure for machine translation systems
4870,a superjoin algorithm for deductive databases
4871,an ironing based approach to adaptive online mechanism design in single valued domains
4872,an alternative to head driven approaches for parsing a relatively free word order language
4873,selectivity estimation in extensible databases   a neural network approach
4874,distributed query processing in a relational data base system
4875,training conditional random fields via gradient tree boosting
4876,solving the problem of cascading errors approximate bayesian inference for linguistic annotation pipelines
4877,model based diagnosis of hybrid systems
4878,efficient context free grammar constraints
4879,probabilistic counting with randomized storage
4880,pattern based context free grammars for machine translation
4881,projection merging reducing redundancies in inclusion constraint graphs
4882,dynamic refinement of feature weights using quantitative introspective learning
4883,mining and ranking streams of news stories using cross stream sequential patterns
4884,structure learning for statistical relational models
4885,an english korean transliteration model using pronunciation and contextual rules
4886,pseudo aligned multilingual corpora
4887,learning to predict code switching points
4888,the relationship between ir effectiveness measures and user satisfaction
4889,multivariate discretization of continuous variables for set mining
4890,tree the heuristic driven join strategy of a rete like matcher
4891,an experience report on the design and delivery of two new software design courses
4892,a general framework for certifying garbage collectors and their mutators
4893,dependency based semantic role labeling of propbank
4894,google fusion tables web centered data management and collaboration
4895,an exercise in denotational semantics
4896,overview of the stanford real time information processor strip
4897,analyzing critical process models through behavior model synthesis
4898,clotho decoupling memory page layout from storage organization
4899,natural language access to structured text
4900,incremental similarity joins with edit distance constraints
4901,the role of language paradigms in teaching programming
4902,proximal regularization for online and batch learning
4903,execution strategies for sql subqueries
4904,identification of event mentions and their semantic class
4905,approximate inference in probabilistic graphical models with determinism
4906,a computational model of logic based negotiation
4907,mining search engine query logs for query recommendation
4908,dependence based program analysis
4909,awaredav a generic webdav notification framework and implementation
4910,dynamic cost per action mechanisms and applications to online advertising
4911,association rules over interval data
4912,on map matching vehicle tracking data
4913,market based resource allocation with incomplete information
4914,discourse processing in mt problems in pronominal translation
4915,intelligent rollups in multidimensional olap data
4916,mind the gap dangers of divorcing evaluations of summary content from linguistic quality
4917,an optimality theory of concurrency control for databases
4918,relational parametricity and units of measure
4919,a multiple resolution method for edge centric data clustering
4920,an environment for experimentation with parsing strategies
4921,perspectives on history in computing and education
4922,partial revelation automated mechanism design
4923,adaptive stream resource management using kalman filters
4924,a conceptual design of a generalized database subsystem
4925,optimization of relational schemas containing inclusion dependencies
4926,an assessment of tag presentation techniques
4927,cost based variable length gram selection for string collections to support approximate queries efficiently
4928,a case based approach to the generation of musical expression
4929,using a domain theory to guide automated modeling of complex physical phenomena
4930,using star clusters for filtering
4931,using simulation to build inspection efficiency benchmarks for development projects
4932,heuristic search and information visualization methods for school redistricting
4933,image query processing based on multi level signatures
4934,approximation in mathematical domains
4935,chart generation
4936,algorithms for optimizing leveled commitment contracts
4937,using return on investment to compare agile and plan driven practices in undergraduate group projects
4938,a product specification database for visual prototyping
4939,consensus group stable feature selection
4940,from specifications to machine code program construction through formal reasoning
4941,unification based semantic interpretation
4942,an investigation of linguistic features and clustering algorithms for topical document clustering
4943,n poisson   document modelling
4944,better abstractions for secure server side scripting
4945,seggen a genetic algorithm for linear text segmentation
4946,improving classification accuracy using automatically extracted training data
4947,focusing and reference resolution in pundit
4948,data densification in a relational database system
4949,evaluating and optimizing autonomous text classification systems
4950,crowds clouds and algorithms exploring the human side of big data applications
4951,the gcx system dynamic buffer minimization in streaming xquery evaluation
4952,the multikey type index for persistent object sets
4953,document preprocessing for naive bayes classification and clustering with mixture of multinomials
4954,a linear least squares fit mapping method for information retrieval from natural language texts
4955,efficient multi keyword search over p2p web
4956,developing authentic problem solving skills in introductory computing classes
4957,new compilation languages based on structured decomposability
4958,balancing utility and deal probability for auction based negotiations in highly nonlinear utility spaces
4959,cost sensitive reordering of navigational primitives
4960,a meta model and an infrastructure for the non transparent replication of object databases
4961,generic database cost models for hierarchical memory systems
4962,the defacto system training tool for incident commanders
4963,early experiences with a multi display programming environment
4964,covering indexes for branching path queries
4965,identifying conflicts in overconstrained temporal problems
4966,breaking value symmetry
4967,automated theory formation in mathematics
4968,link privacy in social networks
4969,supervised and unsupervised learning for sentence compression
4970,distortion models for statistical machine translation
4971,using a cognitive architecture to plan dialogs for the adaptive explanation of proofs
4972,temporal preference optimization as weighted constraint satisfaction
4973,feature based decomposition of inductive proofs applied to real time avionics software an experience report
4974,an efficient and resilient approach to filtering and disseminating streaming data
4975,automatic client server partitioning of data driven web applications
4976,a language for writing code generators
4977,a tag based noisy channel model of speech repairs
4978,exact analysis of the cache behavior of nested loops
4979,a quadratic propagator for the inter distance constraint
4980,maturity status within front end support organisations
4981,identification and classification of proper nouns in chinese texts
4982,the translation and compatibility of sequel and query by example
4983,if  you might be a computational thinker
4984,local decomposition for rare class analysis
4985,do code clones matter
4986,bead explorations in information visualization
4987,on linearizing parallel code
4988,hierarchical clustering of words
4989,information based agency
4990,extending object oriented concepts to support engineering applications
4991,modular logic grammars
4992,using cognitive conflict and visualisation to improve mental models held by novice programmers
4993,closegraph mining closed frequent graph patterns
4994,incremental maintenance of externally materialized views
4995,web service composition as planning revisited in between background theories and initial state uncertainty
4996,k tree large scale document clustering
4997,evolution and change in data management   issues and directions
4998,fast cheap and creative evaluating translation quality using amazons mechanical turk
4999,simple and effective link time optimization of modula 3 programs
5000,exploiting mds projections for cross language ir
5001,using testing and junit across the curriculum
5002,effective and efficient itemset pattern summarization regression based approaches
5003,the software engineering laboratory an operational software experience factory
5004,a gauss function based approach for unbalanced ontology matching
5005,protecting source privacy in federated search
5006,matching person names through name transformation
5007,a new incomplete method for csp inconsistency checking
5008,distributed software architectures tutorial
5009,semantics for communication primitives in an polymorphic language
5010,smart a tool for semantic driven creation of complex xml mappings
5011,towards service pool based approach for services discovery and subscription
5012,clustering association rules
5013,a flexible learning system for wrapping tables and lists in html documents
5014,user model and utility based power management
5015,algorithms for time series knowledge mining
5016,on saying enough already in sql
5017,evaluating window joins over punctuated streams
5018,declarative networking language execution and optimization
5019,using d gap patterns for index compression
5020,interpreting loosely encoded questions
5021,bisimilarity for a first order calculus of objects with subtyping
5022,the limits of qualitative simulation
5023,adapting databases and webdav protocol
5024,multiset ordering constraints
5025,a knowledge free method for capitalized word disambiguation
5026,centralized mindset a student problem with object oriented programming
5027,stochastic lexicalized tree adjoining grammars
5028,fintime   a financial time series benchmark
5029,score standardization for inter collection comparison of retrieval systems
5030,a new way to compute the product and join of relations
5031,loop exits and structured programming reopening the debate
5032,relational style xml query
5033,maximum margin active learning for sequence labeling with different length
5034,song search and retrieval by tapping
5035,a sentimental education sentiment analysis using subjectivity summarization based on minimum cuts
5036,intelligent file scoring system for malware detection from the gray list
5037,the canonical decomposition of a weighted belief
5038,data mining on an oltp system nearly for free
5039,geominer a system prototype for spatial data mining
5040,when evolving populations is better than coevolving individuals the blind mice problem
5041,paths to stardom calibrating the potential of a peer based data management system
5042,data warehouse evolution trade offs between quality and cost of query rewritings
5043,soire a service oriented ir evaluation architecture
5044,a content based method to enhance tag recommendation
5045,compression based document length prior for language models
5046,closing the loop in webpage understanding
5047,zero pronouns and conditionals in japanese instruction manuals
5048,applying data mining in investigating money laundering crimes
5049,a semantic theory of abstractions
5050,building implicit links from content for forum search
5051,efficient discovery of xml data redundancies
5052,continuous keyword search on multiple text streams
5053,fabrication a tangible link between computer science and creativity
5054,managing software artifacts on the web with labyrinth
5055,efficient evaluation of generalized path pattern queries on xml data
5056,learning dnf by decision trees
5057,phonetic models for generating spelling variants
5058,mining multi dimensional constrained gradients in data cubes
5059,classifying web sites
5060,executing an secd machine using logic programming
5061,boosting knn text classification accuracy by using supervised term weighting schemes
5062,a compilation chart method for linear categorial deduction
5063,mining named entity transliteration equivalents from comparable corpora
5064,fast decoding and optimal decoding for machine translation
5065,on optimal service selection
5066,a heuristic algorithm for determining a near optimal set of nodes to access in a partially replicated distributed database system
5067,a needle in a haystack local one class optimization
5068,shopbots and pricebots
5069,a duality view of spectral methods for dimensionality reduction
5070,softbound highly compatible and complete spatial memory safety for c
5071,learning on the phase transition edge
5072,human memory models and term association
5073,smarttutor creating ide based interactive tutorials via editable replay
5074,branching and pruning an optimal temporal pocl planner based on constraint programming
5075,automatic creation of domain templates
5076,hits hits trec exploring ir evaluation results with network analysis
5077,non invasive brain actuated control of a mobile robot
5078,incorporating non local information into information extraction systems by gibbs sampling
5079,from detectioncorrection to computer aided writing
5080,towards multi granularity multi facet e book retrieval
5081,vetting the links of the web
5082,on scaling latent semantic indexing for large peer to peer systems
5083,casee a hierarchical event representation for the analysis of videos
5084,allowed arguments
5085,rediscovering the passion beauty joy and awe making computing fun again continued
5086,procedure merging with instruction caches
5087,efficient learning equilibrium
5088,piecewise pseudolikelihood for efficient training of conditional random fields
5089,from logic programming semantics to the consistency of syntactical treatments of knowledge and belief
5090,granularity of locks in a large shared data base
5091,the backbone of the travelling salesperson
5092,an alternative method of training probabilistic lr parsers
5093,nonlinear independent component analysis with minimal nonlinear distortion
5094,the document management component of a multimedia data model
5095,tuning a knowledge base of refinement rules to create good circuit designs
5096,tractability and structural closures in attribute logic type signatures
5097,models for sentence compression a comparison across domains training requirements and evaluation measures
5098,rotation invariant distance measures for trajectories
5099,query sampling in db2 universal database
5100,a hierarchical approach query large music database by acoustic input
5101,webdiplomat a web based interactive machine translation system
5102,comments oriented blog summarization by sentence extraction
5103,validating the use and role of visual elements of web pages in navigation with an eye tracking study
5104,workload balance and page access scheduling for parallel joins in shared nothing systems
5105,feature selection methods for text classification
5106,guiding a constraint dependency parser with supertags
5107,answering complex questions with random walk models
5108,towards convenient bi directional grammar formalisms
5109,computing a map from michi annai bun or written descriptions
5110,using the wisdom of the crowds for keyword generation
5111,protocol verification using relational database systems
5112,metadata for mixed media access
5113,hardware systems for text information retrieval
5114,analysis of a low dimensional linear model under recommendation attacks
5115,a framework for community identification in dynamic social networks
5116,encoded bitmap indexing for data warehouses
5117,explanation based learning and reinforcement learning a unified view
5118,flashlogging exploiting flash devices for synchronous logging performance
5119,an introduction to remys fast polymorphic record projection
5120,retrieval using ordered lists in inverted and multilist files
5121,co evolution of social and affiliation networks
5122,challenges in mining social network data processes privacy and paradoxes
5123,compression of inverted indexes for fast query evaluation
5124,machine translation for manufacturing a case study at ford motor company
5125,grid small and large distributed systems and global communities
5126,incremental maintenance for materialized xpathxslt views
5127,the xml typechecking problem
5128,poogle and the unknown answer assignment open ended sharable cs1 assignments
5129,a lrt framework for fast spatial anomaly detection
5130,exploiting term relationship to boost text classification
5131,a study on automatically extracted keywords in text categorization
5132,evaluation and optimization
5133,polynomial time designs toward both bcnf and efficient data manipulation
5134,on the measurement of inter linker consistency and retrieval effectiveness in hypertext databases
5135,efficient representations and abstractions for quantifying and exploiting data reference locality
5136,on demand information extraction
5137,control structures for incorporating picture specific context in image interpretation
5138,complexity of event structure in ie scenarios
5139,time and space profiling for non strict higher order functional languages
5140,recycling computed answers in rewrite systems for abduction
5141,a compliance notation for verifying concurrent systems
5142,experimental evaluation of a fuzzy set based measure of software correctness using program mutation
5143,some research problems in automatic information retrieval
5144,modular verification of security protocol code by typing
5145,a semantic approach for iterated revision in possibilistic logic
5146,unsupervised multilingual learning for pos tagging
5147,using the astral model checker to analyze mobile ip
5148,structural disambiguation of morpho syntactic categorial parsing for korean
5149,towards a resource for lexical semantics a large german corpus with extensive semantic annotation
5150,trace prediction and recovery with unlexicalized pcfgs and slash features
5151,a module on distributed systems for the operating systems course
5152,generalizing automatically generated selectional patterns
5153,multilingual legal terminology on the jibiki platform the lexalp project
5154,benchmarking simple database operations
5155,verifying distributed systems the operational approach
5156,spade the system s declarative stream processing engine
5157,question classification by structure induction
5158,structured robotics
5159,on the use of formal methods in software development
5160,an extended relational database model for uncertain and imprecise information
5161,exploiting sequential dependencies for expert finding
5162,a multidatabase transaction model for interbase
5163,constraint symmetry and solution symmetry
5164,on the use of linear programming for unsupervised text classification
5165,information theoretic approaches to branching in search
5166,precise interprocedural analysis using random interpretation
5167,organizing and sharing distributed personal web service data
5168,developing a theory to guide the process of designing information retrieval systems
5169,a software system for buzz based recommendations
5170,feedback driven requirements engineering the heuristic requirements assistant
5171,scalable skyline computation using object based space partitioning
5172,belief awareness and limited reasoning preliminary report
5173,generalized conjunctive types
5174,teaching cs1 on line the good the bad and the ugly
5175,ergonomics analysis for vehicle assembly using artificial intelligence
5176,computational aspects of mechanism design
5177,the computer science fair an alternative to the computer programming contest
5178,donet a semantic domotic framework
5179,modeling and querying multidimensional data sources in siebel analytics a federated relational system
5180,linear discriminant model for information retrieval
5181,model driven data acquisition in sensor networks
5182,on iterative intelligent medical search
5183,towards a taxonomy of software connectors
5184,strategies for mechanizing structural induction
5185,a formal study of information retrieval heuristics
5186,structure driven crawler generation by example
5187,self organizing tuple reconstruction in column stores
5188,online learning of conditionally iid data
5189,sage a sentence parsing and generation system
5190,extending the transaction model to capture more meaning
5191,web taxonomy integration through co bootstrapping
5192,incremental hierarchical clustering of text documents
5193,building query optimizers for information extraction the sqout project
5194,fast and accurate flow insensitive points to analysis
5195,classification based resource selection
5196,gammatella visualization of program execution data for deployed software
5197,a simple java package for gui like interactivity
5198,look ma no hashing and no arrays neither
5199,deriving algorithms from type inference systems application to strictness analysis
5200,experiments with a network based geometric reasoning engine
5201,novel association measures using web search with double checking
5202,the term retrieval machine
5203,probabilistic reasoning for plan robustness
5204,the community workblench
5205,web content accessibility guidelines from 10 to 20
5206,automatic modular abstractions for linear constraints
5207,dbis toolkit adaptable middleware for large scale data delivery
5208,discovering multivariate motifs using subsequence density estimation and greedy mixture learning
5209,machine translation without a source text
5210,sentence fusion via dependency graph compression
5211,the evaluation of large complex uml analysis and design model
5212,the paradoxical success of fuzzy logic
5213,supervised probabilistic principal component analysis
5214,controlling the complexity of software design
5215,providing resiliency to load variations in distributed stream processing
5216,dl lite tractable description logics for ontologies
5217,flexible database generators
5218,conflict directed backjumping for max csps
5219,monitoring integrity constraints in a codasyl like dbms
5220,evaluation of the 2 poisson model as a basis for using term frequency data in searching
5221,interacting goals and their use
5222,a data mining approach to modeling relationships among categories in image collection
5223,forensic analysis of database tampering
5224,secure knn computation on encrypted databases
5225,using discourse predictions for ambiguity resolution
5226,visual data mining using principled projection algorithms and information visualization techniques
5227,incremental data flow analysis
5228,topic oriented query expansion for web search
5229,mobile service for reputation extraction from weblogs   public experiment and evaluation
5230,experience integrating a formal method into a software engineering course
5231,finding the right facts in the crowd factoid question answering over social media
5232,some simple effective approximations to the 2 poisson model for probabilistic weighted retrieval
5233,anaphora for everyone pronominal anaphora resolution without a parser
5234,processing forecasting queries
5235,exploring nsf funding opportunities
5236,specificity and inheritance in default reasoning
5237,anaphora resolution of japanese zero pronouns with deictic reference
5238,a tightly coupled architecture for data mining
5239,accurate interprocedural null dereference analysis for java
5240,automating process discovery through event data analysis
5241,computing curricula 2001 implementing the recommendations
5242,inference for the generalization error
5243,query expansion method based on word contribution poster abstract
5244,towards the automatic identification of adjectival scales clustering adjectives according to meaning
5245,xproj a framework for projected structural clustering of xml documents
5246,paragrab a comprehensive architecture for web image management and multimodal querying
5247,cost based query scrambling for initial delays
5248,centering in japanese a step towards better interpretation of pronouns and zero pronouns
5249,thresholding for making classifiers cost sensitive
5250,maximal metric margin partitioning for similarity search indexes
5251,learning dynamic temporal graphs for oil production equipment monitoring system
5252,a semantic head driven generation algorithm for unification based formalisms
5253,an anytime scheme for bounding posterior beliefs
5254,on the computation of multidimensional aggregates
5255,efficient incremental garbage collection for client server object database systems
5256,eufid the end user friendly interface to data management systems
5257,a nonparametric hierarchical bayesian framework for information filtering
5258,update exchange with mappings and provenance
5259,parallel control technique and performance of an mppm knowledge base machine
5260,a cost semantics for self adjusting computation
5261,a csse approach to a real time embedded systems software development course
5262,successfully integrating traditional and object oriented approaches with ada 95
5263,interprocedural partial redundancy elimination and its application to distributed memory compilation
5264,error limiting reductions between classification tasks
5265,a new approach for software testability analysis
5266,multilingual ontological analysis of european directives
5267,efficient estimation of the size of text deep web data source
5268,combining feature selectors for text classification
5269,describing software architecture with uml
5270,the users mental model of an information retrieval system
5271,visualization of large scale weighted clustered graph a genetic approach
5272,reducing checks and revisions in coarse grained mac algorithms
5273,estimating the confidence of conditional functional dependencies
5274,similarity based queries for time series data
5275,combining learning and word sense disambiguation for intelligent user profiling
5276,asynchronous exceptions in haskell
5277,interprocedural dataflow analysis in an executable optimizer
5278,consolution and its relation with resolution
5279,making software knowledgeable
5280,selecting skyline services for qos based web service composition
5281,segment indexes dynamic indexing techniques for multi dimensional interval data
5282,domain vector accelerator for relational operations
5283,semi supervised learning with very few labeled training examples
5284,first large scale information retrieval experiments on turkish texts
5285,generalizing problem reduction a logical analysis
5286,genetic state space search for constrained optimization problems
5287,speeding up inference in markov logic networks by preprocessing to reduce the size of the resulting grounded network
5288,approximate strategic reasoning through hierarchical reduction of large symmetric games
5289,interactively optimizing information retrieval systems as a dueling bandits problem
5290,event calculus
5291,evaluating classifiers by means of test data with noisy labels
5292,constitutive rules for agent communication languages
5293,a case study in web search using trec algorithms
5294,a platform to evaluate the technology for service discovery in the semantic web
5295,characteristics of document similarity measures for compliance analysis
5296,scaling textual inference to the web
5297,standardization and the relational approach to databases an ansi task group status report
5298,efficient exploitation of similar subexpressions for query processing
5299,a generalization of hausslers convolution kernel mapping kernel
5300,report on the 3rd web dynamics workshop at www2004
5301,the lowell report
5302,retrospective zooming a knowledge based tracking and debugging methodology for logic programming
5303,lrk parsing of coupled context free grammars
5304,efficient representation of linguistic knowledge for continuous speech understanding
5305,adaptive aggregation on chip multiprocessors
5306,goaldebug a spreadsheet debugger for end users
5307,query previews for networked information systems a case study with nasa environmental data
5308,entropy based link analysis for mining web informative structures
5309,semi supervised learning with explicit misclassification modeling
5310,a framework for specifying explicit bias for revision of approximate information extraction rules
5311,walk the talk connecting language knowledge and action in route instructions
5312,managing and integrating unstructured and structured data problems of representation features and abstraction position paper
5313,towards learning stochastic logic programs from proof banks
5314,thistle and interarbora
5315,intention focused active reranking for image object retrieval
5316,a decoder for syntax based statistical mt
5317,optimization of nested sql queries revisited
5318,practical syntactic error recovery
5319,robust multi unit auction protocol against false name bids
5320,co clustering by block value decomposition
5321,using proportional transportation similarity with learned element semantics for xml document clustering
5322,parametric shape analysis via 3 valued logic
5323,profile based event tracking
5324,characterizing and predicting community members from evolutionary and heterogeneous networks
5325,methods for domain independent information extraction from the web an experimental comparison
5326,approximating aggregate queries about web pages via random walks
5327,camex   an expert system for process planning on cnc machines
5328,the data dictionary facilities of ndb
5329,formal parametric polymorphism
5330,a not so shallow parser for collocational analysis
5331,topic tracking model for analyzing consumer purchase behavior
5332,control of a pcb drilling machine by visual feedback
5333,find me if you can improving geographical prediction with social and spatial proximity
5334,incomplete information in relational temporal databases
5335,syntactic conditional closures for defeasible reasoning
5336,the stream machine a data flow architecture for real time applications
5337,a meta level grammar redefining synchronous tag for translation and paraphrase
5338,implementation of the data flow synchronous language signal
5339,the practice of approximated consistency for knapsack constraints
5340,discovering users specific geo intention in web search
5341,ungreedy methods for chinese deterministic dependency parsing
5342,analyses of multiple evidence combinations for retrieval strategies
5343,probalistic register allocation
5344,web labs for the standard template library and the java generic library in a cs2 course
5345,finding highly correlated pairs efficiently with powerful pruning
5346,good learners for evil teachers
5347,translation invariant mixture models for curve clustering
5348,spider a schema mapping debugger
5349,prioritizing software requirements in an industrial setting
5350,olap relational and multidimensional database systems
5351,integrating logic programming into a data base course views as rules in deductive relational data bases
5352,flexibly exploiting prior knowledge in empirical learning
5353,picture programming project
5354,the mergepurge problem for large databases
5355,learning the kernel matrix in discriminant analysis via quadratically constrained quadratic programming
5356,a probabilistic algorithm for nearest neighbour searching
5357,structured correspondence topic models for mining captioned figures in biological literature
5358,mathfind a math aware search engine
5359,data base decomposition in a hierarchical computer system
5360,an efficient algorithm for surface generation
5361,quantifying performance and quality gains in distributed web search engines
5362,state abstraction discovery from irrelevant state variables
5363,ensembles of biased classifiers
5364,error profiling toward a model of english acquisition for deaf learners
5365,coco coding cost for parameter free outlier detection
5366,investigating the viability of mental models held by novice programmers
5367,bugs as features teaching network protocols through debugging
5368,on the satisfiability of complex constraints
5369,learnpads automatic tool generation from ad hoc data
5370,a quorum based commit and termination protocol for distributed database systems
5371,semi supervised learning by mixed label propagation
5372,mark a boosting algorithm for heterogeneous kernel models
5373,quasi serializability a correctness criterion for global concurrency control in interbase
5374,rights duties and commitments between agents
5375,statistical analysis of sketch estimators
5376,symbolic bounds analysis of pointers array indices and accessed memory regions
5377,rigorous requirements for real time systems evolution and application of the scr method tutorial
5378,a case for flash memory ssd in enterprise database applications
5379,time will tell fault localization using time spectra
5380,a new permutation approach for distributed association rule mining
5381,a mathematical approach to language design
5382,active rules in deductive databases
5383,reverse nearest neighbors in large graphs
5384,building information systems for mobile environments
5385,combining lexicon driven parsing and phrase structure based parsing
5386,incremental algorithms for approximate compilation
5387,divergence control for epsilon serializability
5388,case studies for teaching usability engineering
5389,bound consistency for binary length lex set constraints
5390,predicting good probabilities with supervised learning
5391,independence is good dependency based histogram synopses for high dimensional data
5392,the scr method for formally specifying verifying and validating requirements tool support
5393,uqlips a real time near duplicate video clip detection system
5394,word sense disambiguation through sememe labeling
5395,semantic integration of environmental models for application to global information systems and decision making
5396,ranking objects based on relationships
5397,database de centralization   a practical approach
5398,node aggregation for distributed inference in bayesian networks
5399,on analogical query processing in logic database
5400,whither scheme 21 century approaches to scheme in cs1
5401,dart directed automated random testing
5402,vector approximation based indexing for non uniform high dimensional data sets
5403,an algorithm for reasoning about equality
5404,a sequential covering evolutionary algorithm for expressive music performance
5405,enhancement of lexical concepts using cross lingual web mining
5406,learning partially observable action schemas
5407,on primal and dual sparsity of markov networks
5408,best of both a hybridized centroid medoid clustering heuristic
5409,semantic scene concept learning by an autonomous agent
5410,latent morpho semantic analysis multilingual information retrieval with character n grams and mutual information
5411,extracting paraphrases from a parallel corpus
5412,circular scheduling a new technique to perform software pipelining
5413,adding syntax to dynamic programming for aligning comparable texts for the generation of paraphrases
5414,a systematic comparison of phrase based hierarchical and syntax augmented statistical mt
5415,web based animation of data structures using jawaa
5416,collocation translation acquisition using monolingual corpora
5417,model driven hypermedia access to weather information
5418,multi table search for b tree files
5419,identifying direct causal effects in linear models
5420,a hierarchical bayesian language model based on pitman yor processes
5421,an implementation of robot formations using local interactions
5422,learning to walk through imitation
5423,programming the k means clustering algorithm in sql
5424,improving alignment quality in statistical machine translation using context dependent maximum entropy models
5425,self maintenance of multiple views in data warehousing
5426,automated use of a wiki for collaborative lecture notes
5427,counter training in discovery of semantic patterns
5428,extracting noun phrases from large scale texts a hybrid approach and its automatic evaluation
5429,lattice based tagging using support vector machines
5430,tree logical classes for efficient evaluation of xquery
5431,multilingual deep lexical acquisition for hpsgs via supertagging
5432,from control effects to typed continuation passing
5433,a graph theoretic approach to the verification of program structures
5434,top  queries on uncertain data on score distribution and typical answers
5435,parallel structured duplicate detection
5436,visualgraph a graph class designed for both undergraduate students and educators
5437,fast and efficient client side adaptivity for svg
5438,node ranking in labeled directed graphs
5439,killer killer examples for design patterns
5440,beyond tfidf weighting for text categorization in the vector space model
5441,the persistent cache improving oid indexing in temporal object oriented database systems
5442,measuring the similarity between implicit semantic relations from the web
5443,unifying data and control transformations for distributed shared memory machines
5444,exploiting independence in a decentralised and incremental approach of diagnosis
5445,european experiences with software process improvement
5446,aspect oriented software development beyond programming
5447,continous execution the visiprog environment
5448,algorithma project the ten week mock software company
5449,demand driven alias analysis for c
5450,pairwise constraint propagation by semidefinite programming for semi supervised classification
5451,an introduction to computing system dependability
5452,dynamic memory allocation for multiple query workloads
5453,using wiktionary for computing semantic relatedness
5454,document classification indexing and abstracting may be inherently difficult problems
5455,so you want brooks in your classroom
5456,on extending the vector space model for boolean query processing
5457,data base and software engineering   a design viewpoint
5458,active learning with statistical models
5459,direct mining of discriminative and essential frequent patterns via model based search tree
5460,semantic interoperability in information services experiencing with coopware
5461,an accelerated introductory computer science course sequence for non traditional masters students
5462,learning to identify unexpected instances in the test set
5463,representing and querying changes in semistructured data
5464,towards con resistant trust models for distributed agent systems
5465,architecting in the face of uncertainty an experience report
5466,a dual coordinate descent method for large scale linear svm
5467,deriving non redundant approximate association rules from hierarchical datasets
5468,learning from measurements in exponential families
5469,sorting grouping and duplicate elimination in the advanced information management prototype
5470,ranking alternatives on the basis of generic constraints and examples   a possibilistic approach
5471,automatic labeling of multinomial topic models
5472,an architecture for intelligent task automation
5473,automatically filling form based web interfaces with free text inputs
5474,query free news search
5475,pachinko allocation dag structured mixture models of topic correlations
5476,a maximum entropyminimum divergence translation model
5477,secure transaction processing in firm real time database systems
5478,efficient temporal reasoning through timegraphs
5479,bamboo a data centric object oriented approach to many core software
5480,feature diversity in cluster ensembles for robust document clustering
5481,coreex content extraction from online news articles
5482,searching for events in the blogosphere
5483,dynamic hot data stream prefetching for general purpose programs
5484,machine translation by case generalization
5485,regularized estimation of mixture models for robust pseudo relevance feedback
5486,making holistic schema matching robust an ensemble approach
5487,knoesphere building expert systems with encyclopedic knowledge
5488,predicting query performance
5489,the concurrency control problem in multidatabases characteristics and solutions
5490,optimal and suboptimal singleton arc consistency algorithms
5491,algorithms for the management of remote backup data bases for disaster recovery
5492,program optimization and parallelization using idioms
5493,maintaining views in object relational databases
5494,split transactions for open ended activities
5495,bodhi a database habitat for bio diversity information
5496,microprogramming a watch tools for a course in computer organization
5497,what makes categories difficult to classify a study on predicting classification performance for categories
5498,weighted alignment matrices for statistical machine translation
5499,failure driven reminding for incremental learning
5500,defect content estimations from review data
5501,relaxed currency serializability for middle tier caching and replication
5502,japanese idiom recognition drawing a line between literal and idiomatic meanings
5503,using walk sat and rel sat for cryptographic key search
5504,completeness and incompleteness of trace based network proof systems
5505,self organization and segmentation with laterally connected spiking neurons
5506,hfp a hierarchical and functional programming based on attribute grammar
5507,hash joins and hash teams in microsoft sql server
5508,type dependent parameter inference
5509,no regret learning in convex games
5510,data flow analysis is model checking of abstract interpretations
5511,percentile finding algorithm for multiple sorted runs
5512,forecasting and assessing the impact of artificial intelligence on society
5513,a system for semantic query optimization
5514,a user browsing model to predict search engine click data from past observations
5515,category detection using hierarchical mean shift
5516,taxonomy driven computation of product recommendations
5517,scalable association based text classification
5518,domain adaptation via transfer component analysis
5519,approximating revenue maximizing combinatorial auctions
5520,a data base management system design philosophy
5521,unweaving a web of documents
